year,date,stage,type,winner,miles,km,start,finish,winning_country,decade
1927,1927-07-06,15,mountain stage,nicolas frantz,140.0,220.0,toulon,nice,lux,1920
1927,1927-07-08,16,mountain stage,julien vervaecke,171.0,275.0,nice,briançon,bel,1920
1927,1927-07-09,17,mountain stage,pé verhaegen,176.0,283.0,briançon,evian,bel,1920
1927,1927-07-11,18,time trial,adelin benoit,132.0,213.0,evian,pontarlier,bel,1920
1927,1927-07-12,19,time trial,maurice geldhof,74.0,119.0,pontarlier,belfort,bel,1920
1927,1927-07-13,20,time trial,raymond decorte,90.0,145.0,belfort,strasbourg,bel,1920
1927,1927-07-14,21,time trial,nicolas frantz,103.0,165.0,strasbourg,metz,lux,1920
1927,1927-07-15,22,time trial,hector martin,99.0,159.0,metz,charleville,bel,1920
1927,1927-07-16,23,time trial,andré leducq,170.0,270.0,charleville,dunkerque,fra,1920
1927,1927-07-17,24,plain stage,andré leducq,214.0,344.0,dunkerque,paris,fra,1920
1928,1928-06-17,1,time trial,nicolas frantz,129.0,207.0,paris,caen,lux,1920
1928,1928-06-18,2,time trial,andré leducq,87.0,140.0,caen,cherbourg-en-cotentin,fra,1920
1928,1928-06-19,3,time trial,gaston rebry,124.0,199.0,cherbourg,dinan,bel,1920
1928,1928-06-20,4,time trial,pé verhaegen,128.0,206.0,dinan,brest,bel,1920
1928,1928-06-21,5,time trial,marcel bidot,129.0,208.0,brest,vannes,fra,1920
1928,1928-06-22,6,time trial,nicolas frantz,127.0,204.0,vannes,les sables d'olonne,lux,1920
1928,1928-06-23,7,time trial,victor fontan,177.0,285.0,les sables d'olonne,bordeaux,fra,1920
1928,1928-06-24,8,time trial,maurice dewaele,140.0,225.0,bordeaux,hendaye,bel,1920
1928,1928-06-26,9,mountain stage,victor fontan,240.0,387.0,hendaye,luchon,fra,1920
1928,1928-06-28,10,mountain stage,andré leducq,201.0,323.0,luchon,perpignan,fra,1920
1928,1928-06-30,11,plain stage,andré leducq,226.0,363.0,perpignan,marseille,fra,1920
1928,1928-07-02,12,mountain stage,nicolas frantz,210.0,330.0,marseille,nice,lux,1920
1928,1928-07-04,13,mountain stage,antonin magne,207.0,333.0,nice,grenoble,fra,1920
1928,1928-07-06,14,mountain stage,julien moineau,204.0,329.0,grenoble,evian,fra,1920
1928,1928-07-08,15,time trial,pierre magne,132.0,213.0,evian,pontarlier,fra,1920
1928,1928-07-09,16,time trial,andré leducq,74.0,119.0,pontarlier,belfort,fra,1920
1928,1928-07-10,17,time trial,joseph mauclair,90.0,145.0,belfort,strasbourg,fra,1920
1928,1928-07-11,18,time trial,nicolas frantz,103.0,165.0,strasbourg,metz,lux,1920
1928,1928-07-12,19,time trial,marcel huot,99.0,159.0,metz,charleville,fra,1920
1928,1928-07-13,20,time trial,maurice dewaele,168.0,271.0,charleville,malo-les-bains,bel,1920
1928,1928-07-14,21,time trial,antonin magne,145.0,234.0,malo-les-bains,dieppe,fra,1920
1928,1928-07-15,22,plain stage,nicolas frantz,206.0,331.0,dieppe,paris,lux,1920
1929,1929-06-30,1,plain stage,aimé dossche,128.0,206.0,paris,caen,bel,1920
1929,1929-07-01,2,plain stage,andré leducq,87.0,140.0,caen,cherbourg-en-cotentin,fra,1920
1929,1929-07-02,3,plain stage,omer taverne,124.0,199.0,cherbourg,dinan,bel,1920
1929,1929-07-03,4,plain stage,louis delannoy,128.0,206.0,dinan,brest,bel,1920
1929,1929-07-04,5,plain stage,gustaaf van slembrouck,129.0,208.0,brest,vannes,bel,1920
1929,1929-07-05,6,plain stage,paul le drogo,128.0,206.0,vannes,les sables d'olonne,fra,1920
1929,1929-07-06,7,plain stage,nicolas frantz,177.0,285.0,les sables d'olonne,bordeaux,lux,1920
1929,1929-07-07,8,plain stage,julien moineau,113.0,182.0,bordeaux,bayonne,fra,1920
1929,1929-07-09,9,mountain stage,salvador cardona,226.0,363.0,bayonne,luchon,esp,1920
1929,1929-07-11,10,mountain stage,jef demuysere,201.0,323.0,luchon,perpignan,bel,1920
1929,1929-07-13,11,plain stage,andré leducq,227.0,366.0,perpignan,marseille,fra,1920
1929,1929-07-15,12,time trial,marcel bidot,119.0,191.0,marseille,cannes,fra,1920
1929,1929-07-16,13,mountain stage,benoît fauré,83.0,133.0,cannes,nice,fra,1920
1929,1929-07-18,14,mountain stage,gaston rebry,207.0,333.0,nice,grenoble,bel,1920
1929,1929-07-20,15,mountain stage,julien vervaecke,204.0,329.0,grenoble,evian,bel,1920
1929,1929-07-22,16,mountain stage,charles pélissier,176.0,283.0,evian,belfort,fra,1920
1929,1929-07-23,17,plain stage,andré leducq,90.0,145.0,belfort,strasbourg,fra,1920
1929,1929-07-24,18,plain stage,andré leducq,103.0,165.0,strasbourg,metz,fra,1920
1929,1929-07-25,19,time trial,bernard van rysselberghe,99.0,159.0,metz,charleville,bel,1920
1929,1929-07-26,20,time trial,maurice dewaele,170.0,270.0,charleville,malo-les-bains,bel,1920
1929,1929-07-27,21,plain stage,andré leducq,145.0,234.0,malo-les-bains,dieppe,fra,1920
1929,1929-07-28,22,plain stage,nicolas frantz,206.0,332.0,dieppe,paris,lux,1920
1930,1930-07-02,1,plain stage,charles pélissier,128.0,206.0,paris,caen,fra,1930
1930,1930-07-03,2,plain stage,learco guerra,126.0,203.0,caen,dinan,ita,1930
1930,1930-07-04,3,plain stage,charles pélissier,128.0,206.0,dinan,brest,fra,1930
1930,1930-07-05,4,plain stage,omer taverne,130.0,210.0,brest,vannes,bel,1930
1930,1930-07-06,5,plain stage,andré leducq,126.0,202.0,vannes,les sables d'olonne,fra,1930
1930,1930-07-07,6,plain stage,jean aerts,177.0,285.0,les sables d'olonne,bordeaux,bel,1930
1930,1930-07-08,7,plain stage,jules merviel,138.0,222.0,bordeaux,hendaye,fra,1930
1930,1930-07-09,8,plain stage,alfredo binda,91.0,146.0,hendaye,pau,ita,1930
1930,1930-07-10,9,mountain stage,alfredo binda,144.0,231.0,pau,luchon,ita,1930
1930,1930-07-12,10,mountain stage,charles pélissier,200.0,322.0,luchon,perpignan,fra,1930
1930,1930-07-14,11,plain stage,charles pélissier,102.0,164.0,perpignan,montpellier,fra,1930
1930,1930-07-15,12,plain stage,antonin magne,130.0,209.0,montpellier,marseille,fra,1930
1930,1930-07-16,13,plain stage,learco guerra,112.0,181.0,marseille,cannes,ita,1930
1930,1930-07-17,14,mountain stage,louis peglion,82.0,132.0,cannes,nice,fra,1930
1930,1930-07-19,15,mountain stage,learco guerra,207.0,333.0,nice,grenoble,ita,1930
1930,1930-07-21,16,mountain stage,andré leducq,206.0,331.0,grenoble,evian,fra,1930
1930,1930-07-23,17,mountain stage,frans bonduel,175.0,282.0,evian,belfort,bel,1930
1930,1930-07-24,18,plain stage,charles pélissier,139.0,223.0,belfort,metz,fra,1930
1930,1930-07-25,19,plain stage,charles pélissier,99.0,159.0,metz,charleville,fra,1930
1930,1930-07-26,20,plain stage,charles pélissier,168.0,271.0,charleville,malo-les-bains,fra,1930
1930,1930-07-27,21,plain stage,charles pélissier,190.0,300.0,malo-les-bains,paris,fra,1930
1931,1931-06-30,1,plain stage,alfred haemerlinck,129.0,208.0,paris,caen,bel,1930
1931,1931-07-01,2,plain stage,max bulla,132.0,212.0,caen,dinan,aut,1930
1931,1931-07-02,3,plain stage,fabio battesini,128.0,206.0,dinan,brest,ita,1930
1931,1931-07-03,4,plain stage,andré godinat,131.0,211.0,brest,vannes,fra,1930
1931,1931-07-04,5,plain stage,charles pélissier,126.0,202.0,vannes,les sables d'olonne,fra,1930
1931,1931-07-05,6,plain stage,alfred haemerlinck,210.0,338.0,les sables d'olonne,bordeaux,bel,1930
1931,1931-07-06,7,plain stage,gérard loncke,110.0,180.0,bordeaux,bayonne,bel,1930
1931,1931-07-07,8,plain stage,charles pélissier,66.0,106.0,bayonne,pau,fra,1930
1931,1931-07-08,9,mountain stage,antonin magne,144.0,231.0,pau,luchon,fra,1930
1931,1931-07-10,10,mountain stage,rafaele di paco,200.0,322.0,luchon,perpignan,ita,1930
1931,1931-07-12,11,plain stage,rafaele di paco,102.0,164.0,perpignan,montpellier,ita,1930
1931,1931-07-13,12,plain stage,max bulla,129.0,207.0,montpellier,marseille,aut,1930
1931,1931-07-14,13,plain stage,charles pélissier,112.0,181.0,marseille,cannes,fra,1930
1931,1931-07-15,14,mountain stage,eugenio gestri,82.0,132.0,cannes,nice,ita,1930
1931,1931-07-17,15,mountain stage,jef demuysere,145.0,233.0,nice,gap,bel,1930
1931,1931-07-18,16,mountain stage,charles pélissier,63.0,102.0,gap,grenoble,fra,1930
1931,1931-07-19,17,mountain stage,max bulla,140.0,230.0,grenoble,aix-les-bains,aut,1930
1931,1931-07-20,18,mountain stage,jef demuysere,127.0,204.0,aix-les-bains,evian,bel,1930
1931,1931-07-21,19,mountain stage,rafaele di paco,175.0,282.0,evian,belfort,ita,1930
1931,1931-07-22,20,mountain stage,andré leducq,130.0,209.0,belfort,colmar,fra,1930
1931,1931-07-23,21,plain stage,rafaele di paco,119.0,192.0,colmar,metz,ita,1930
1931,1931-07-24,22,plain stage,raffaele di paco,99.0,159.0,metz,charleville,ita,1930
1931,1931-07-25,23,plain stage,gaston rebry,168.0,271.0,charleville,malo-les-bains,bel,1930
1931,1931-07-26,24,plain stage,charles pélissier,194.0,313.0,malo-les-bains,paris,fra,1930
1932,1932-07-06,1,plain stage,jean aerts,129.0,208.0,paris,caen,bel,1930
1932,1932-07-07,2,plain stage,kurt stöpel,190.0,300.0,caen,nantes,ger,1930
1932,1932-07-09,3,plain stage,andré leducq,240.0,387.0,nantes,bordeaux,fra,1930
1932,1932-07-11,4,plain stage,georges ronsse,128.0,206.0,bordeaux,pau,bel,1930
1932,1932-07-12,5,mountain stage,antonio pesenti,142.0,229.0,pau,luchon,ita,1930
1932,1932-07-14,6,mountain stage,frans bonduel,200.0,322.0,luchon,perpignan,bel,1930
1932,1932-07-16,7,plain stage,frans bonduel,104.0,168.0,perpignan,montpellier,bel,1930
1932,1932-07-17,8,plain stage,michele orecchia,128.0,206.0,montpellier,marseille,ita,1930
1932,1932-07-18,9,plain stage,rafaele di paco,119.0,191.0,marseille,cannes,ita,1930
1932,1932-07-19,10,mountain stage,francesco camusso,82.0,132.0,cannes,nice,ita,1930
1932,1932-07-21,11,mountain stage,andré leducq,145.0,233.0,nice,gap,fra,1930
1932,1932-07-22,12,mountain stage,roger lapébie,63.0,102.0,gap,grenoble,fra,1930
1932,1932-07-23,13,mountain stage,andré leducq,140.0,230.0,grenoble,aix-les-bains,fra,1930
1932,1932-07-24,14,mountain stage,rafaele di paco,127.0,204.0,aix-les-bains,evian,ita,1930
1932,1932-07-25,15,mountain stage,andré leducq,181.0,291.0,evian,belfort,fra,1930
1932,1932-07-26,16,plain stage,gérard loncke,90.0,145.0,belfort,strasbourg,bel,1930
1932,1932-07-27,17,plain stage,rafaele di paco,103.0,165.0,strasbourg,metz,ita,1930
1932,1932-07-28,18,plain stage,rafaele di paco,99.0,159.0,metz,charleville,ita,1930
1932,1932-07-29,19,plain stage,gaston rebry,168.0,271.0,charleville,malo-les-bains,bel,1930
1932,1932-07-30,20,plain stage,andré leducq,132.0,212.0,malo-les-bains,amiens,fra,1930
1932,1932-07-31,21,plain stage,andré leducq,99.0,159.0,amiens,paris,fra,1930
1933,1933-06-27,1,plain stage,maurice archambaud,163.0,262.0,paris,lille,fra,1930
1933,1933-06-28,2,plain stage,learco guerra,119.0,192.0,lille,charleville,ita,1930
1933,1933-06-29,3,plain stage,alfons schepers,103.0,166.0,charleville,metz,bel,1930
1933,1933-06-30,4,mountain stage,jean aerts,140.0,220.0,metz,belfort,bel,1930
1933,1933-07-01,5,mountain stage,léon louyet,182.0,293.0,belfort,evian,bel,1930
1933,1933-07-03,6,mountain stage,learco guerra,129.0,207.0,evian,aix-les-bains,ita,1930
1933,1933-07-04,7,mountain stage,learco guerra,142.0,229.0,aix-les-bains,grenoble,ita,1930
1933,1933-07-05,8,mountain stage,georges speicher,63.0,102.0,grenoble,gap,fra,1930
1933,1933-07-06,9,mountain stage,georges speicher,141.0,227.0,gap,digne,fra,1930
1933,1933-07-07,10,plain stage,fernand cornez,97.0,156.0,digne,nice,fra,1930
1933,1933-07-09,11,mountain stage,maurice archambaud,80.0,128.0,nice,cannes,fra,1930
1933,1933-07-10,12,plain stage,georges speicher,129.0,208.0,cannes,marseille,fra,1930
1933,1933-07-11,13,plain stage,andré leducq,104.0,168.0,marseille,montpellier,fra,1930
1933,1933-07-12,14,plain stage,andré leducq,103.0,166.0,montpellier,perpignan,fra,1930
1933,1933-07-14,15,mountain stage,jean aerts,98.0,158.0,perpignan,ax-les-thermes,bel,1930
1933,1933-07-15,16,mountain stage,léon louyet,103.0,165.0,ax-les-thermes,luchon,bel,1930
1933,1933-07-16,17,mountain stage,jean aerts,57.0,91.0,luchon,tarbes,bel,1930
1933,1933-07-17,18,mountain stage,learco guerra,115.0,185.0,tarbes,pau,ita,1930
1933,1933-07-19,19,plain stage,jean aerts,145.0,233.0,pau,bordeaux,bel,1930
1933,1933-07-20,20,plain stage,jean aerts,114.0,183.0,bordeaux,la rochelle,bel,1930
1933,1933-07-21,21,plain stage,jean aerts,165.0,266.0,la rochelle,rennes,bel,1930
1933,1933-07-22,22,plain stage,rené le grevès,105.0,169.0,rennes,caen,fra,1930
1933,1933-07-23,23,plain stage,learco guerra,138.0,222.0,caen,paris,ita,1930
1934,1934-07-03,1,plain stage,georges speicher,163.0,262.0,paris,lille,fra,1930
1934,1934-07-04,2,plain stage,rené le grevès,119.0,192.0,lille,charleville,fra,1930
1934,1934-07-05,3,plain stage,roger lapébie,100.0,161.0,charleville,metz,fra,1930
1934,1934-07-06,4,mountain stage,roger lapébie,140.0,220.0,metz,belfort,fra,1930
1934,1934-07-07,5,plain stage,rené le grevès,182.0,293.0,belfort,evian,fra,1930
1934,1934-07-09,6,mountain stage,georges speicher,129.0,207.0,evian,aix-les-bains,fra,1930
1934,1934-07-10,7,mountain stage,rené vietto,142.0,229.0,aix-les-bains,grenoble,fra,1930
1934,1934-07-11,8,mountain stage,giuseppe martano,63.0,102.0,grenoble,gap,ita,1930
1934,1934-07-12,9,mountain stage,rené vietto,141.0,227.0,gap,digne,fra,1930
1934,1934-07-13,10,plain stage,rené le grevès,97.0,156.0,digne,nice,fra,1930
1934,1934-07-15,11,mountain stage,rené vietto,78.0,126.0,nice,cannes,fra,1930
1934,1934-07-16,12,plain stage,roger lapébie,121.0,195.0,cannes,marseille,fra,1930
1934,1934-07-17,13,plain stage,georges speicher,107.0,172.0,marseille,montpellier,fra,1930
1934,1934-07-18,14,plain stage,roger lapébie,110.0,177.0,montpellier,perpignan,fra,1930
1934,1934-07-20,15,plain stage,roger lapébie,98.0,158.0,perpignan,ax-les-thermes,fra,1930
1934,1934-07-21,16,mountain stage,adriano vignoli,103.0,165.0,ax-les-thermes,luchon,ita,1930
1934,1934-07-22,17,mountain stage,antonin magne,57.0,91.0,luchon,tarbes,fra,1930
1934,1934-07-23,18,mountain stage,rené vietto,107.0,172.0,tarbes,pau,fra,1930
1934,1934-07-25,19,plain stage,ettore meini,134.0,215.0,pau,bordeaux,ita,1930
1934,1934-07-26,20,plain stage,georges speicher,114.0,183.0,bordeaux,la rochelle,fra,1930
1934,1934-07-27,21a,plain stage,rené le grevès,50.0,81.0,la rochelle,la roche sur yon,fra,1930
1934,1934-07-27,21b,time trial,antonin magne,56.0,90.0,la roche sur yon,nantes,fra,1930
1934,1934-07-28,22,plain stage,raymond louviot,171.0,275.0,nantes,caen,fra,1930
1934,1934-07-29,23,plain stage,sylvère maes,137.0,221.0,caen,paris,bel,1930
1935,1935-07-04,1,plain stage,romain maes,163.0,262.0,paris,lille,bel,1930
1935,1935-07-05,2,plain stage,charles pélissier,119.0,192.0,lille,charleville,fra,1930
1935,1935-07-06,3,plain stage,rafaele di paco,100.0,161.0,charleville,metz,ita,1930
1935,1935-07-07,4,mountain stage,jean aerts,140.0,220.0,metz,belfort,bel,1930
1935,1935-07-08,5a,plain stage,maurice archambaud,163.0,262.0,belfort,"geneva, switzerland",fra,1930
1935,1935-07-08,5b,time trial,rafaele di paco,36.0,58.0,geneva,evian,ita,1930
1935,1935-07-10,6,mountain stage,rené vietto,129.0,207.0,evian,aix-les-bains,fra,1930
1935,1935-07-11,7,mountain stage,francesco camusso,142.0,229.0,aix-les-bains,grenoble,ita,1930
1935,1935-07-12,8,mountain stage,jean aerts,63.0,102.0,grenoble,gap,bel,1930
1935,1935-07-13,9,mountain stage,rené vietto,141.0,227.0,gap,digne,fra,1930
1935,1935-07-14,10,plain stage,jean aerts,97.0,156.0,digne,nice,bel,1930
1935,1935-07-16,11,mountain stage,romain maes,78.0,126.0,nice,cannes,bel,1930
1935,1935-07-17,12,plain stage,charles pélissier,121.0,195.0,cannes,marseille,fra,1930
1935,1935-07-18,13a,plain stage,vasco bergamaschi,70.0,112.0,marseille,nîmes,ita,1930
1935,1935-07-18,13b,time trial,georges speicher,35.0,56.0,nîmes,montpellier,fra,1930
1935,1935-07-19,14a,plain stage,rené le grevès,64.0,103.0,montpellier,narbonne,fra,1930
1935,1935-07-19,14b,time trial,maurice archambaud,39.0,63.0,narbonne,perpignan,fra,1930
1935,1935-07-20,15,mountain stage,sylvère maes,202.0,325.0,perpignan,luchon,bel,1930
1935,1935-07-22,16,mountain stage,ambrogio morelli,121.0,194.0,luchon,pau,ita,1930
1935,1935-07-24,17,plain stage,julien moineau,139.0,224.0,pau,bordeaux,fra,1930
1935,1935-07-25,18a,plain stage,rené le grevès,98.0,158.0,bordeaux,rochefort,fra,1930
1935,1935-07-25,18b,time trial,andré leducq,21.0,33.0,rochefort,la rochelle,fra,1930
1935,1935-07-26,19a,plain stage,rené le grevès,50.0,81.0,la rochelle,la roche sur yon,fra,1930
1935,1935-07-26,19b,time trial,jean aerts,59.0,95.0,la roche sur yon,nantes,bel,1930
1935,1935-07-27,20a,plain stage,rené le grevès,140.0,220.0,nantes,vire,fra,1930
1935,1935-07-27,20b,time trial,ambrogio morelli,34.0,55.0,vire,caen,ita,1930
1935,1935-07-28,21,plain stage,romain maes,137.0,221.0,caen,paris,bel,1930
1936,1936-07-07,1,plain stage,paul egli,160.0,258.0,paris,lille,sui,1930
1936,1936-07-08,2,plain stage,robert wierinckx,119.0,192.0,lille,charleville,bel,1930
1936,1936-07-09,3,plain stage,mathias clemens,100.0,161.0,charleville,metz,lux,1930
1936,1936-07-10,4,mountain stage,maurice archambaud,140.0,220.0,metz,belfort,fra,1930
1936,1936-07-11,5,plain stage,rené le grevès,185.0,298.0,belfort,évian-les-bains,fra,1930
1936,1936-07-13,6,mountain stage,éloi meulenberg,132.0,212.0,évian-les-bains,aix-les-bains,bel,1930
1936,1936-07-14,7,mountain stage,theo middelkamp,140.0,230.0,aix-les-bains,grenoble,ned,1930
1936,1936-07-15,8,mountain stage,jean-marie goasmat,121.0,194.0,grenoble,briançon,fra,1930
1936,1936-07-16,9,mountain stage,léon level,140.0,220.0,briançon,digne,fra,1930
1936,1936-07-18,10,plain stage,paul maye,97.0,156.0,digne,nice,fra,1930
1936,1936-07-19,11,mountain stage,fédérico ezquerra,78.0,126.0,nice,cannes,esp,1930
1936,1936-07-21,12,plain stage,rené le grevès,121.0,195.0,cannes,marseille,fra,1930
1936,1936-07-22,13a,plain stage,rené le grevès,70.0,112.0,marseille,nîmes,fra,1930
1936,1936-07-22,13b,time trial,sylvère maes,32.0,52.0,nîmes,montpellier,bel,1930
1936,1936-07-23,14a,plain stage,rené le grevès,64.0,103.0,montpellier,narbonne,fra,1930
1936,1936-07-23,14b,time trial,sylvère maes,39.0,63.0,narbonne,perpignan,bel,1930
1936,1936-07-25,15,mountain stage,sauveur ducazeaux,202.0,325.0,perpignan,luchon,fra,1930
1936,1936-07-27,16,mountain stage,sylvère maes,121.0,194.0,luchon,pau,bel,1930
1936,1936-07-29,17,plain stage,rené le grevès,142.0,229.0,pau,bordeaux,fra,1930
1936,1936-07-30,18a,plain stage,éloi meulenberg,73.0,117.0,bordeaux,saintes,bel,1930
1936,1936-07-30,18b,time trial,sylvère maes,47.0,75.0,saintes,la rochelle,bel,1930
1936,1936-07-31,19a,plain stage,marcel kint,50.0,81.0,la rochelle,la roche-sur-yon,bel,1930
1936,1936-07-31,19b,time trial,félicien vervaecke,40.0,65.0,la roche-sur-yon,cholet,bel,1930
1936,1936-07-31,19c,plain stage,paul maye,42.0,67.0,cholet,angers,fra,1930
1936,1936-08-01,20a,plain stage,rené le grevès,127.0,204.0,angers,vire,fra,1930
1936,1936-08-01,20b,time trial,antonin magne,34.0,55.0,vire,caen,fra,1930
1936,1936-08-02,21,plain stage,arsène mersch,145.0,234.0,caen,paris,lux,1930
1937,1937-06-30,1,plain stage,jean majerus,163.0,263.0,paris,lille,lux,1930
1937,1937-07-01,2,plain stage,maurice archambaud,119.0,192.0,lille,charleville,fra,1930
1937,1937-07-02,3,plain stage,walter generati,100.0,161.0,charleville,metz,ita,1930
1937,1937-07-03,4,mountain stage,erich bautz,140.0,220.0,metz,belfort,ger,1930
1937,1937-07-04,5a,plain stage,henri puppo,109.0,175.0,belfort,lons-le-saunier,fra,1930
1937,1937-07-04,5b,time trial,sylvère maes,21.0,34.0,lons-le-saunier,champagnole,bel,1930
1937,1937-07-04,5c,plain stage,leo amberg,58.0,93.0,champagnole,geneva,sui,1930
1937,1937-07-06,6,mountain stage,gustaaf deloor,110.0,180.0,geneva,aix-les-bains,bel,1930
1937,1937-07-07,7,mountain stage,gino bartali,142.0,228.0,aix-les-bains,grenoble,ita,1930
1937,1937-07-08,8,mountain stage,otto weckerling,121.0,194.0,grenoble,briançon,ger,1930
1937,1937-07-09,9,mountain stage,roger lapébie,140.0,220.0,briançon,digne,fra,1930
1937,1937-07-11,10,mountain stage,félicien vervaecke,156.0,251.0,digne,nice,bel,1930
1937,1937-07-13,11a,plain stage,éloi meulenberg,105.0,169.0,nice,toulon,bel,1930
1937,1937-07-13,11b,time trial,gustaaf danneels,40.0,65.0,toulon,marseille,bel,1930
1937,1937-07-14,12a,plain stage,alphonse antoine,70.0,112.0,marseille,nîmes,fra,1930
1937,1937-07-14,12b,plain stage,rené pedroli,32.0,51.0,nîmes,montpellier,sui,1930
1937,1937-07-15,13a,plain stage,francesco camusso,64.0,103.0,montpellier,narbonne,ita,1930
